Year,Month,Time Period,Survey Sequence,Zone,Atlantic Brant,Canada Goose,Snow Goose,Greater White-fronted Goose,American Black Duck,Mallard,Northern Pintail,American Green-winged Teal,Blue-winged Teal,Gadwall,American Wigeon,Northern Shoveler,Wood Duck,Canvasback,Redhead,Scaup,Ring-necked Duck,Common Merganser,Red-breasted Merganser,Hooded Merganser,Mergansers,Ruddy Duck,White-winged Scoter,Surf Scoter,Black Scoter,Scoters,Bufflehead,Common Goldeneye,Long-tailed Duck,Mute Swan,Tundra Swan,American Coot
1984,September,,45,4,0,50,10,0,40,95,410,60,160,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,September,,45,5,0,35,353,0,474,255,20,2840,190,275,350,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,September,,45,6,0,0,0,0,527,1520,420,170,800,320,510,200,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,September,,45,7,0,0,0,0,264,249,100,360,0,70,110,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,September,,45,8,0,0,0,0,70,73,10,5,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
1984,September,,45,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,September,,45,11,0,0,0,0,56,50,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1984,October,,46,1,0,64,0,0,2102,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0
1984,October,,46,2,0,4985,0,0,312,366,0,0,0,0,5,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1984,October,,46,3,0,32499,0,0,28,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1984,October,,46,4,0,43355,2453,0,370,464,0,583,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,October,,46,5,0,22031,35759,0,2929,5957,534,12586,0,121,1280,70,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,October,,46,6,0,4492,4000,0,1062,559,112,1811,0,490,460,510,67,0,0,2015,0,0,0,0,0,238,0,0,0,177,0,0,0,4,0,0
1984,October,,46,7,0,8669,4310,0,2094,541,29,1868,0,385,63,20,25,0,0,0,0,0,0,0,5,0,0,0,0,271,0,0,0,0,0,0
1984,October,,46,8,0,1225,4204,0,202,4,200,70,0,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,October,,46,9,0,590,0,0,288,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,October,,46,10,0,20,0,0,216,35,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,October,,46,11,0,300,0,0,345,105,210,290,4,65,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1984,November,,47,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1984,November,,47,2,0,3100,0,0,109,129,0,148,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,November,,47,3,0,7345,0,0,75,616,4,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0
1984,November,,47,4,0,3267,0,0,92,125,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,November,,47,5,0,10989,46235,0,2115,1771,202,175,0,100,250,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
1984,November,,47,6,0,3560,14000,0,2354,1527,450,1750,0,575,110,220,0,0,0,17310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,November,,47,7,0,3898,4910,0,2049,842,350,2909,0,9,0,70,0,1,0,62,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0
1984,November,,47,8,0,1018,20,0,1096,562,2,129,0,50,50,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,50,0,0,6,0,0
1984,November,,47,9,772,810,0,0,437,100,0,0,0,0,0,0,0,350,0,0,0,0,0,0,10,0,0,0,0,0,206,0,0,0,0,0
1984,November,,47,10,240,110,0,0,115,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,0,0,0,0,204,0,0,0,0,0
1984,November,,47,11,0,1830,0,0,497,938,350,0,0,0,50,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,12,0,0
1984,December,,48,1,0,0,0,0,341,540,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1984,December,,48,2,0,8835,0,0,403,353,20,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
1984,December,,48,3,0,13977,1580,0,348,483,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
1984,December,,48,4,0,10051,11634,0,126,910,0,2,0,0,0,0,0,504,0,107,0,0,0,0,0,0,0,0,0,0,0,7,0,1,18,0
1984,December,,48,5,0,10942,13781,0,8471,11705,688,2212,0,1761,777,286,0,250,0,550,2,0,0,0,84,0,0,0,0,0,53,0,0,0,0,0
1984,December,,48,6,0,6205,30604,0,2855,2400,1462,1219,0,804,652,55,3,55,0,708,7,0,0,0,0,550,0,0,0,39,0,5,0,14,493,0
1984,December,,48,7,0,5722,0,0,1417,615,50,529,0,147,0,100,0,0,0,145,20,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
1984,December,,48,8,0,200,0,0,247,55,125,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,December,,48,9,1030,2000,0,0,1944,225,0,50,0,150,5,0,0,500,0,700,0,0,0,0,0,0,0,0,0,0,50,16,0,2,150,0
1984,December,,48,10,985,600,0,0,46,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,208,10,0,0,0,0
1984,December,,48,11,0,870,3000,0,1757,902,350,10,0,0,50,0,0,200,0,0,0,0,0,0,7,100,0,0,0,0,0,0,0,16,0,0
1985,January,,49,1,0,960,0,0,235,32,0,0,0,0,0,0,0,0,0,200,0,0,0,0,50,70,0,0,0,0,0,0,0,0,0,0
1985,January,,49,2,0,3095,3500,0,528,663,10,0,0,0,0,0,0,0,0,0,0,0,0,0,55,20,0,0,0,0,0,0,0,0,0,0
1985,January,,49,3,0,4834,600,0,352,602,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,January,,49,4,0,1460,200,0,207,188,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1985,January,,49,5,0,9780,625,0,3102,2375,495,504,0,350,320,350,0,10,0,450,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0
1985,January,,49,6,0,4669,730,0,2330,1537,1068,160,0,865,25,350,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1985,January,,49,7,0,3622,0,0,3236,1302,5,282,0,10,0,0,0,75,0,285,125,0,0,0,9,41,0,0,0,197,0,12,0,0,7,0
1985,January,,49,8,0,1459,0,0,525,77,0,76,0,187,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,12,0,0,3,0,0
1985,January,,49,9,1757,1254,1100,0,1146,845,0,0,0,0,0,0,0,352,0,500,0,0,0,0,285,0,0,0,0,95,407,145,0,0,60,0
1985,January,,49,10,1457,150,0,0,365,137,3,0,0,0,0,0,0,575,0,10,0,0,0,0,842,220,0,0,0,0,686,9,6,0,0,0
1985,January,,49,11,0,400,0,0,1944,1440,200,0,0,50,50,35,0,235,0,0,0,0,0,0,75,245,0,0,0,0,60,25,0,0,40,0
1985,October,,50,1,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,October,,50,2,0,70,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,October,,50,3,0,19888,0,0,56,20,5,404,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,October,,50,4,0,46022,0,0,199,165,300,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,October,,50,5,0,45447,11500,0,2322,558,520,9100,0,222,374,350,0,0,0,1250,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0
1985,October,,50,6,0,747,325,0,1194,808,910,3412,50,39,175,609,126,0,0,10000,0,0,0,0,9,75,0,0,0,30,0,0,0,0,0,0
1985,October,,50,7,0,2006,50,0,1071,277,20,2338,0,19,157,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,October,,50,8,0,760,0,0,319,200,400,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
1985,October,,50,9,0,325,0,0,145,65,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
1985,October,,50,10,0,0,0,0,70,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1985,October,,50,11,0,185,0,0,45,50,80,290,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,November,,51,1,0,13400,0,0,2700,500,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
1985,November,,51,2,0,875,0,0,119,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1985,November,,51,3,0,12610,0,0,420,540,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,November,,51,4,0,4944,19500,0,655,156,0,50,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,November,,51,5,0,16136,46140,0,1871,2108,1749,4580,0,170,160,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,November,,51,6,0,9651,12400,0,3105,983,2027,1255,0,654,150,1300,0,0,0,18550,0,0,0,0,10,300,0,0,0,725,50,0,0,0,0,0
1985,November,,51,7,0,1030,600,0,1423,514,1100,1423,0,788,65,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,November,,51,8,0,571,0,0,1114,427,100,120,0,324,200,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
1985,November,,51,9,725,225,0,0,742,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,67,0,0,0,0,0
1985,November,,51,10,127,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,30,0,0,0,0
1985,November,,51,11,0,55,0,0,664,600,500,700,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
1985,December,,52,1,0,6170,0,0,1503,167,0,0,0,0,0,0,0,0,0,150,0,0,0,0,5,0,0,0,0,0,7,0,0,0,22,0
1985,December,,52,2,0,925,0,0,122,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,December,,52,3,0,10426,0,0,223,1417,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,December,,52,4,0,4030,400,0,304,451,25,21,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1985,December,,52,5,0,7464,19515,0,3906,7024,232,4170,0,654,150,773,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,0,0,0,15,0
1985,December,,52,6,0,4805,2225,0,3919,1530,454,1700,0,760,50,700,0,0,0,250,7,0,0,0,0,0,0,0,0,25,20,25,0,0,395,0
1985,December,,52,7,0,2930,0,0,1237,811,24,42,0,610,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1985,December,,52,8,0,942,3500,0,260,749,27,13,0,40,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,30,0
1985,December,,52,9,248,220,0,0,469,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,117,75,0,0,0,0
1985,December,,52,10,692,40,0,0,311,235,2,7,0,10,0,0,0,200,0,0,0,0,0,0,5,350,0,0,0,0,251,70,0,0,0,0
1985,December,,52,11,0,560,0,0,319,275,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0
1986,January,,53,1,0,5833,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,January,,53,2,0,385,0,0,40,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,January,,53,3,0,8055,700,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,January,,53,4,0,7074,600,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,January,,53,5,0,7620,7270,0,4875,7619,500,0,0,150,125,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0
1986,January,,53,6,0,4753,1104,0,1278,1027,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
1986,January,,53,7,0,2745,6195,0,709,114,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,351,0
1986,January,,53,8,0,1400,0,0,561,770,0,1,0,400,300,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
1986,January,,53,9,50,20,0,0,504,662,0,0,0,0,0,0,0,150,0,45,0,0,0,0,13,0,0,0,0,0,106,5,0,0,0,0
1986,January,,53,10,313,430,0,0,355,123,0,0,0,0,0,0,0,400,0,75,0,0,0,0,0,7,0,0,0,0,238,38,0,0,0,0
1986,January,,53,11,0,1300,0,0,1125,660,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
1986,October,,54,1,0,4450,0,0,0,17,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,October,,54,2,0,150,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,October,,54,3,0,56664,0,0,120,95,125,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,October,,54,4,0,31300,1300,0,28,177,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,October,,54,5,0,32277,35110,0,1540,1736,1120,8925,0,296,0,10,2,0,0,5300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1986,October,,54,6,0,18449,10900,0,1954,396,150,1637,100,25,0,0,21,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,October,,54,7,0,4338,1300,0,1198,442,70,6359,0,120,35,30,121,0,0,95,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0
1986,October,,54,8,0,1568,80,0,373,17,0,32,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,October,,54,9,0,1200,354,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1986,October,,54,10,0,304,0,0,217,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0
1986,October,,54,11,0,570,0,0,238,207,154,50,0,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,November,,55,1,0,11525,0,0,12,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0
1986,November,,55,2,0,60,0,0,51,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,November,,55,3,0,7215,3200,0,91,498,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1986,November,,55,4,0,850,3900,0,130,125,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,November,,55,5,0,17038,10470,0,1139,1924,2484,7330,0,94,10,660,0,0,0,200,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
1986,November,,55,6,0,5563,3300,0,1501,1555,1950,2705,0,28,0,951,1,0,0,450,0,0,0,0,0,40,0,0,0,5,0,0,4,0,0,0
1986,November,,55,7,0,3323,6058,0,837,319,114,1965,0,23,50,0,0,0,0,1325,0,0,0,0,0,0,0,0,0,20,0,0,5,0,0,0
1986,November,,55,8,0,1423,0,0,749,220,0,63,0,25,10,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1986,November,,55,9,0,339,0,0,438,577,0,10,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,9,0,20,0,0,0
1986,November,,55,10,0,504,0,0,200,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,56,0,0,0,0,0
1986,November,,55,11,0,1450,0,0,435,205,302,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0
1986,December,,56,1,0,5355,0,0,2720,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1986,December,,56,2,0,1585,0,0,219,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,December,,56,3,0,7514,0,0,67,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1986,December,,56,4,0,8178,0,0,258,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,December,,56,5,0,8776,17050,0,4245,6475,1,50,0,226,50,50,0,0,0,75,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0
1986,December,,56,6,0,3660,3,0,853,654,100,1200,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0
1986,December,,56,7,0,3748,130,0,1189,322,400,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,December,,56,8,0,440,2,0,755,176,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,December,,56,9,0,1621,0,0,195,639,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
1986,December,,56,10,0,1220,0,0,240,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,480,0,0,0,0,52,0,0,0,0,0
1986,December,,56,11,0,1093,0,0,632,1021,800,0,0,150,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,January,,57,1,0,4719,0,0,168,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,January,,57,2,0,675,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,January,,57,3,0,10266,0,0,263,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,88,0
1987,January,,57,4,0,3673,400,0,206,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,January,,57,5,0,10518,7140,0,3140,3803,0,215,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
1987,January,,57,6,0,12198,1200,0,2103,269,401,1200,0,100,28,230,0,0,0,235,0,0,0,0,0,700,0,0,0,0,0,0,0,0,1210,0
1987,January,,57,7,0,6047,530,0,1503,248,200,1740,0,43,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,10,5,0,0,3,0
1987,January,,57,8,0,1536,0,0,668,132,0,0,0,50,0,0,0,0,0,121,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0
1987,January,,57,9,0,1230,0,0,593,378,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,79,11,0,2,0,0
1987,January,,57,10,0,550,0,0,162,120,0,4,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,63,27,0,0,0,0
1987,January,,57,11,0,825,0,0,820,160,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,1100,0,0,0,0,0,2,0,0,92,0
1987,October,,58,1,0,1595,0,0,812,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
1987,October,,58,2,0,60,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,October,,58,3,0,23320,0,0,89,531,0,460,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,October,,58,4,0,21140,400,0,29,455,0,305,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,October,,58,5,0,28885,12500,0,1463,1241,0,2671,4,22,13,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,October,,58,6,0,5360,1700,0,1435,1012,1317,1329,0,80,175,707,1,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,October,,58,7,0,328,785,0,1205,343,15,2276,0,110,20,220,125,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
1987,October,,58,8,0,447,350,0,324,25,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,October,,58,9,0,447,0,0,273,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,October,,58,10,0,25,0,0,157,60,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
1987,October,,58,11,0,20,0,0,86,47,32,150,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,November,,59,1,0,10260,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,November,,59,2,0,700,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,November,,59,3,0,9485,5350,0,201,818,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,November,,59,4,0,520,6200,0,55,146,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1987,November,,59,5,0,4379,14510,0,2215,1679,1170,2760,0,226,0,387,4,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,November,,59,6,0,722,3750,0,1984,579,1205,2130,0,10,0,50,0,0,0,42,20,0,0,0,20,155,0,0,0,30,0,0,0,0,25,0
1987,November,,59,7,0,1387,500,0,2645,1333,150,4180,0,39,15,4,10,0,0,880,30,0,0,0,22,0,0,0,0,247,0,0,0,0,0,0
1987,November,,59,8,0,956,300,0,256,32,25,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1987,November,,59,9,200,477,0,0,395,146,0,20,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,293,12,0,0,1,0
1987,November,,59,10,0,600,0,0,243,71,0,5,0,0,0,0,0,0,0,30,0,0,0,0,7,290,0,0,0,0,559,34,0,0,0,0
1987,November,,59,11,0,110,5,0,857,225,300,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
1987,December,,60,1,0,2565,0,0,760,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1987,December,,60,2,0,80,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,December,,60,3,0,3707,8650,0,75,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,December,,60,4,0,3320,5750,0,408,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1987,December,,60,5,0,8066,10881,0,1438,1585,1950,500,0,133,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
1987,December,,60,6,0,4385,500,0,2169,814,850,1395,0,580,5,125,1,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,300,0
1987,December,,60,7,0,2054,455,0,2733,2747,50,2417,0,350,24,10,0,0,0,1225,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0
1987,December,,60,8,0,910,1500,0,1364,50,0,500,0,200,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
1987,December,,60,9,25,924,0,0,376,333,0,3,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,80,13,0,2,0,0
1987,December,,60,10,300,300,0,0,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,32,0,0,0,0
1987,December,,60,11,0,620,0,0,1230,1515,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0
1988,January,,61,1,0,2248,0,0,159,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,30,0,0,0,0,0,0,0,0,0,0
1988,January,,61,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0
1988,January,,61,3,0,345,0,0,61,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,January,,61,4,0,40,0,0,856,830,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,January,,61,5,0,14659,121,0,3325,2087,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,January,,61,6,0,5703,1440,0,1057,160,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,January,,61,7,0,4810,15135,0,866,99,5,20,0,0,0,0,0,10,0,83,190,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
1988,January,,61,8,0,1871,900,0,265,4,0,24,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0
1988,January,,61,9,200,510,0,0,673,88,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,34,0,0,0,0
